OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
2110,21550,Citizen Complaint,Unreported,CPCO (Informal),2017-04-11,2017,4,11,15:00:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,829,Broad Ripple,Avenue,NA,Indianapolis,12694,Unreported,Male,121,3351,Black,Female,30,2,17-660,2017-04-11T19:00:00Z
2111,21550,Citizen Complaint,Unreported,CPCO (Informal),2017-04-11,2017,4,11,15:00:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Substandard Performance,Members shall conform to established work standards to their rank/position.,Not Sustained,Incident Location,829,Broad Ripple,Avenue,NA,Indianapolis,12694,Unreported,Male,121,3351,Black,Female,30,2,17-660,2017-04-11T19:00:00Z
2112,22082,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-24,2017,7,24,12:50:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,100,Senate,Ave,N,Indianapolis,13057,Unreported,Male,121,2889,White,Male,37,8,17-661,2017-07-24T16:50:00Z
2113,22082,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-24,2017,7,24,12:50:00:000,12,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,100,Senate,Ave,N,Indianapolis,13057,Unreported,Male,121,2889,White,Male,37,8,17-661,2017-07-24T16:50:00Z
2114,22093,Citizen Complaint,Call For Service,CPCO (Informal),2017-07-18,2017,7,18,15:55:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,4302,Carrollton,Avenue,NA,Indianapolis,13071,White,Male,121,3283,White,Male,26,2,17-662,2017-07-18T19:55:00Z
2115,22093,Citizen Complaint,Call For Service,CPCO (Informal),2017-07-18,2017,7,18,15:55:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,4302,Carrollton,Avenue,NA,Indianapolis,13071,White,Male,121,3283,White,Male,26,2,17-662,2017-07-18T19:55:00Z
2116,22095,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-03,2017,7,3,16:03:00:000,16,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,26,Monument,Circle,NA,Indianapolis,13072,Black,Female,37,2845,White,Male,33,8,17-656,2017-07-03T20:03:00Z
2117,22095,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-03,2017,7,3,16:03:00:000,16,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,26,Monument,Circle,NA,Indianapolis,13072,Black,Female,37,2845,White,Male,33,8,17-656,2017-07-03T20:03:00Z
2118,22095,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-03,2017,7,3,16:03:00:000,16,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,26,Monument,Circle,NA,Indianapolis,13072,Black,Female,37,2845,White,Male,33,8,17-656,2017-07-03T20:03:00Z
2119,22095,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-07-03,2017,7,3,16:03:00:000,16,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Bias-Based Profiling,Race,Not Sustained,Incident Location,26,Monument,Circle,NA,Indianapolis,13072,Black,Female,37,2845,White,Male,33,8,17-656,2017-07-03T20:03:00Z
2120,22147,Citizen Complaint,Unreported,CPCO (Informal),2017-07-26,2017,7,26,11:45:00:000,11,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,6718,Latona,Drive,NA,Indianapolis,13118,White,Female,18,2940,Black,Male,65,37,17-663,2017-07-26T15:45:00Z
2121,22147,Citizen Complaint,Unreported,CPCO (Informal),2017-07-26,2017,7,26,11:45:00:000,11,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,6718,Latona,Drive,NA,Indianapolis,13118,White,Female,18,2940,Black,Male,65,37,17-663,2017-07-26T15:45:00Z
2122,22147,Citizen Complaint,Unreported,CPCO (Informal),2017-07-26,2017,7,26,11:45:00:000,11,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,6718,Latona,Drive,NA,Indianapolis,13118,White,Female,18,2940,Black,Male,65,37,17-663,2017-07-26T15:45:00Z
2123,22149,Citizen Complaint,Investigation,CPCO (Informal),2017-04-03,2017,4,3,13:30:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Use of Force,Improper use of weapon,Exonerated,Incident Location,3800,Baltimore,NA,NA,Indianapolis,13119,Black,Female,76,3262,White,Male,27,3,17-664,2017-04-03T17:30:00Z
2124,22149,Citizen Complaint,Investigation,CPCO (Informal),2017-04-03,2017,4,3,13:30:00:000,13,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,3800,Baltimore,NA,NA,Indianapolis,13119,Black,Female,76,3262,White,Male,27,3,17-664,2017-04-03T17:30:00Z
2125,22274,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-05,2017,8,5,04:20:00:000,4,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,3309,Mooresville,Road,NA,Indianapolis,13205,Unreported,Male,32,2983,White,Male,36,7,17-665,2017-08-05T08:20:00Z
2126,22274,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-05,2017,8,5,04:20:00:000,4,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,Unreported,Substandard Performance,Members shall conform to established work standards to their rank/position.,Exonerated,Incident Location,3309,Mooresville,Road,NA,Indianapolis,13205,Unreported,Male,32,2983,White,Male,36,7,17-665,2017-08-05T08:20:00Z
2127,22321,Citizen Complaint,Investigation,CPCO (Informal),2017-08-07,2017,8,7,20:44:00:000,20,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,13235,Black,Male,121,1180,White,Male,47,17,17-639,2017-08-08T00:44:00Z
2128,22321,Citizen Complaint,Investigation,CPCO (Informal),2017-08-07,2017,8,7,20:44:00:000,20,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,13235,Black,Male,121,1180,White,Male,47,17,17-639,2017-08-08T00:44:00Z
2129,22334,Citizen Complaint,Arrest,CPCO (Formal),2017-08-04,2017,8,4,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Prisoner Handling/Trans.,Mistreatment of person in custody,Exonerated,Incident Location,231,Meridian,Street,S,Indianapolis,13176,White,Male,34,3012,White,Male,32,7,17-035,2017-08-04T06:30:00Z
2130,22334,Citizen Complaint,Arrest,CPCO (Formal),2017-08-04,2017,8,4,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,231,Meridian,Street,S,Indianapolis,13176,White,Male,34,3012,White,Male,32,7,17-035,2017-08-04T06:30:00Z
2131,22381,Citizen Complaint,Unreported,CPCO (Informal),2017-07-15,2017,7,15,16:30:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting gesture(s)",Unfounded,Incident Location,7401,Fall Creek,Road,NA,Indianapolis,13276,Unreported,Unreported,121,3429,White,Male,23,1,17-653,2017-07-15T20:30:00Z
2132,22381,Citizen Complaint,Unreported,CPCO (Informal),2017-07-15,2017,7,15,16:30:00:000,16,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,7401,Fall Creek,Road,NA,Indianapolis,13276,Unreported,Unreported,121,3429,White,Male,23,1,17-653,2017-07-15T20:30:00Z
2133,22393,Citizen Complaint,Unreported,CPCO (Informal),2017-08-08,2017,8,8,01:02:03:004,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,Unreported,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,39,Jackson,Place,W,Indianapolis,13291,Unreported,Male,121,2147,White,Male,53,28,17-659,2017-08-08T05:02:03Z
2134,22393,Citizen Complaint,Unreported,CPCO (Informal),2017-08-08,2017,8,8,01:02:03:004,1,OPERATIONS DIVISION,DOWNTOWN DISTRICT,Unreported,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,39,Jackson,Place,W,Indianapolis,13291,Unreported,Male,121,2147,White,Male,53,28,17-659,2017-08-08T05:02:03Z
2135,22394,Citizen Complaint,Unreported,CPCO (Informal),2017-08-10,2017,8,10,23:10:00:000,23,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1226,Illinois,Street,N,Indianapolis,13292,White,Female,56,373,White,Male,42,15,17-666,2017-08-11T03:10:00Z
2136,22394,Citizen Complaint,Unreported,CPCO (Informal),2017-08-10,2017,8,10,23:10:00:000,23,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,1226,Illinois,Street,N,Indianapolis,13292,White,Female,56,373,White,Male,42,15,17-666,2017-08-11T03:10:00Z
2137,22396,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-03,2017,8,3,16:25:00:000,16,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,1503,Pennsylvania,Avenue,NA,Indianapolis,13293,Black,Female,60,3509,White,Male,23,1,17-667,2017-08-03T20:25:00Z
2138,22396,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-03,2017,8,3,16:25:00:000,16,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Search/Seizure,Failure to conduct a vehicle inventory search,Exonerated,Incident Location,1503,Pennsylvania,Avenue,NA,Indianapolis,13293,Black,Female,60,3509,White,Male,23,1,17-667,2017-08-03T20:25:00Z
2139,22457,Citizen Complaint,Unreported,CPCO (Informal),2017-08-16,2017,8,16,01:23:00:000,1,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2200,Post,Road,N,Indianapolis,13332,White,Male,22,3441,White,Male,36,1,17-668,2017-08-16T05:23:00Z
2140,22461,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-08-06,2017,8,6,10:25:00:000,10,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,1200,Washington,Street,E,Indianapolis,13335,White,Male,50,3452,White,Male,23,1,17-669,2017-08-06T14:25:00Z
2141,22461,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-08-06,2017,8,6,10:25:00:000,10,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,1200,Washington,Street,E,Indianapolis,13335,White,Male,50,3452,White,Male,23,1,17-669,2017-08-06T14:25:00Z
2142,22461,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-08-06,2017,8,6,10:25:00:000,10,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Vehicle Operation,Other moving traffic violation,Unfounded,Incident Location,1200,Washington,Street,E,Indianapolis,13335,White,Male,50,3452,White,Male,23,1,17-669,2017-08-06T14:25:00Z
2143,22516,Citizen Complaint,Arrest,CPCO (Informal),2017-05-16,2017,5,16,17:16:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,1545,Arlington,Avenue,N,Indianapolis,13381,Black,Male,25,3462,White,Male,30,1,17-671,2017-05-16T21:16:00Z
2144,22516,Citizen Complaint,Arrest,CPCO (Informal),2017-05-16,2017,5,16,17:16:00:000,17,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,1545,Arlington,Avenue,N,Indianapolis,13381,Black,Male,25,3462,White,Male,30,1,17-671,2017-05-16T21:16:00Z
2145,22527,Citizen Complaint,Investigation,CPCO (Formal),2017-08-17,2017,8,17,11:00:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,LIAISON SECTION,REGIONAL AUTO THEFT TASK FORCE UNIT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,2451,Belmont,Street,S,Indianapolis,13387,Black,Male,45,420,White,Male,53,29,17-037,2017-08-17T15:00:00Z
2146,22527,Citizen Complaint,Investigation,CPCO (Formal),2017-08-17,2017,8,17,11:00:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,LIAISON SECTION,REGIONAL AUTO THEFT TASK FORCE UNIT,Investigative Procedures,Improper detective hold on towed vehicle,Exonerated,Incident Location,2451,Belmont,Street,S,Indianapolis,13387,Black,Male,45,420,White,Male,53,29,17-037,2017-08-17T15:00:00Z
2147,22527,Citizen Complaint,Investigation,CPCO (Formal),2017-08-17,2017,8,17,11:00:00:000,11,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,LIAISON SECTION,REGIONAL AUTO THEFT TASK FORCE UNIT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,2451,Belmont,Street,S,Indianapolis,13387,Black,Male,45,420,White,Male,53,29,17-037,2017-08-17T15:00:00Z
2148,22543,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-04,2017,8,4,12:20:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Sustained,Incident Location,8009,Washington,Street,W,Indianapolis,13395,Unreported,Female,121,1356,White,Male,40,15,17-670,2017-08-04T16:20:00Z
2149,22543,Citizen Complaint,Call For Service,CPCO (Informal),2017-08-04,2017,8,4,12:20:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Neglect of Duty,Failure to secure evidence,Sustained,Incident Location,8009,Washington,Street,W,Indianapolis,13395,Unreported,Female,121,1356,White,Male,40,15,17-670,2017-08-04T16:20:00Z
2150,22551,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-08-15,2017,8,15,20:00:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,900,Rural,Street,N,Indianapolis,13409,Black,Male,38,3035,White,Male,31,7,17-644,2017-08-16T00:00:00Z
2151,22551,Citizen Complaint,Traffic Stop,CPCO (Informal),2017-08-15,2017,8,15,20:00:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,900,Rural,Street,N,Indianapolis,13409,Black,Male,38,3035,White,Male,31,7,17-644,2017-08-16T00:00:00Z
2152,22552,Citizen Complaint,Unreported,CPCO (Informal),2017-05-30,2017,5,30,04:14:00:000,4,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Search/Seizure,Failure to conduct a vehicle inventory search,Not Sustained,Incident Location,6430,Maidstone,Road,NA,Indianapolis,13410,Black,Male,47,3356,White,Male,36,2,17-672,2017-05-30T08:14:00Z
2153,22552,Citizen Complaint,Unreported,CPCO (Informal),2017-05-30,2017,5,30,04:14:00:000,4,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Investigative Procedures,Improper detective hold on towed vehicle,Not Sustained,Incident Location,6430,Maidstone,Road,NA,Indianapolis,13410,Black,Male,47,3356,White,Male,36,2,17-672,2017-05-30T08:14:00Z
2154,22564,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-01,2017,8,1,01:29:00:000,1,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,2700,Emerson,Avenue,N,Indianapolis,6413,Black,Male,34,3358,White,Female,29,2,17-039,2017-08-01T05:29:00Z
2155,22564,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-01,2017,8,1,01:29:00:000,1,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,2700,Emerson,Avenue,N,Indianapolis,6413,Black,Male,34,3358,White,Female,29,2,17-039,2017-08-01T05:29:00Z
2156,22564,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-01,2017,8,1,01:29:00:000,1,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Not Sustained,Incident Location,2700,Emerson,Avenue,N,Indianapolis,6413,Black,Male,34,3358,White,Female,29,2,17-039,2017-08-01T05:29:00Z
2157,22564,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-01,2017,8,1,01:29:00:000,1,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Use of Force,Officers shall not mistreat persons who are in thier custody,Not Sustained,Incident Location,2700,Emerson,Avenue,N,Indianapolis,6413,Black,Male,34,2995,White,Male,31,7,17-039,2017-08-01T05:29:00Z
2158,22584,Citizen Complaint,Unreported,CPCO (Informal),2017-08-23,2017,8,23,11:40:00:000,11,OPERATIONS DIVISION,NORTH DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Citizen Interaction,"Rude, demeaning, or affronting gestures",Not Sustained,Incident Location,1340,86th,Street,W,Indianapolis,13426,White,Unreported,121,22,Black,Male,47,16,17-674,2017-08-23T15:40:00Z
2159,22584,Citizen Complaint,Unreported,CPCO (Informal),2017-08-23,2017,8,23,11:40:00:000,11,OPERATIONS DIVISION,NORTH DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Citizen Interaction,Intimidation/improper display of police authority,Not Sustained,Incident Location,1340,86th,Street,W,Indianapolis,13426,White,Unreported,121,22,Black,Male,47,16,17-674,2017-08-23T15:40:00Z
2160,22616,Citizen Complaint,Unreported,CPCO (Informal),2017-07-29,2017,7,29,13:45:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,1921,College,Avenue,N,Indianapolis,13447,White,Male,48,3253,White,Male,32,3,17-673,2017-07-29T17:45:00Z
2161,22616,Citizen Complaint,Unreported,CPCO (Informal),2017-07-29,2017,7,29,13:45:00:000,13,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,"Failure to complete required work promptly, accurately, or completely",Exonerated,Incident Location,1921,College,Avenue,N,Indianapolis,13447,White,Male,48,3253,White,Male,32,3,17-673,2017-07-29T17:45:00Z
2162,22654,Citizen Complaint,Unreported,CPCO (Informal),2017-08-17,2017,8,17,01:02:03:004,1,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,Unreported,Vehicle Operation,Aggressive or unsafe driving,Unfounded,Incident Location,3350,62nd St,Street,W,Indianapolis,13463,Unreported,Female,121,2693,White,Male,57,26,17-675,2017-08-17T05:02:03Z
2163,22654,Citizen Complaint,Unreported,CPCO (Informal),2017-08-17,2017,8,17,01:02:03:004,1,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,Unreported,Vehicle Operation,Speeding,Unfounded,Incident Location,3350,62nd St,Street,W,Indianapolis,13463,Unreported,Female,121,2693,White,Male,57,26,17-675,2017-08-17T05:02:03Z
2164,22655,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2017-08-24,2017,8,24,06:22:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Use of Force,Improper use of weapon,Exonerated,Incident Location,8900,Depot,Drive,NA,Indianapolis,13464,Unreported,Male,29,386,White,Male,45,15,17-676,2017-08-24T10:22:00Z
2165,22655,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2017-08-24,2017,8,24,06:22:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Search/Seizure,Improper warantless search,Exonerated,Incident Location,8900,Depot,Drive,NA,Indianapolis,13464,Unreported,Male,29,386,White,Male,45,15,17-676,2017-08-24T10:22:00Z
2166,22655,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2017-08-24,2017,8,24,06:22:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,8900,Depot,Drive,NA,Indianapolis,13464,Unreported,Male,29,386,White,Male,45,15,17-676,2017-08-24T10:22:00Z
2167,22655,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2017-08-24,2017,8,24,06:22:00:000,6,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,8900,Depot,Drive,NA,Indianapolis,13464,Unreported,Male,29,386,White,Male,45,15,17-676,2017-08-24T10:22:00Z
2168,22692,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-10,2017,8,10,07:42:00:000,7,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DETECTIVE SECTION,NW DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Sustained,Incident Location,3649,Keystone,Avenue,S,Indianapolis,13485,Other,Female,42,1669,White,Male,38,13,17-034,2017-08-10T11:42:00Z
2169,22692,Citizen Complaint,Traffic Stop,CPCO (Formal),2017-08-10,2017,8,10,07:42:00:000,7,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DETECTIVE SECTION,NW DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,3649,Keystone,Avenue,S,Indianapolis,13485,Other,Female,42,1669,White,Male,38,13,17-034,2017-08-10T11:42:00Z
2170,22698,Citizen Complaint,Arrest,CPCO (Formal),2017-08-19,2017,8,19,12:54:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,1510,Grant,Avenue,N,Indianapolis,4862,Black,Male,37,143,White,Male,46,18,17-038,2017-08-19T16:54:00Z
2171,22698,Citizen Complaint,Arrest,CPCO (Formal),2017-08-19,2017,8,19,12:54:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,1510,Grant,Avenue,N,Indianapolis,4862,Black,Male,37,143,White,Male,46,18,17-038,2017-08-19T16:54:00Z
2172,22698,Citizen Complaint,Arrest,CPCO (Formal),2017-08-19,2017,8,19,12:54:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Neglect of Duty,Failure to take prompt action when observing wrongful/negligent behavior,Exonerated,Incident Location,1510,Grant,Avenue,N,Indianapolis,4862,Black,Male,37,143,White,Male,46,18,17-038,2017-08-19T16:54:00Z
2173,22698,Citizen Complaint,Arrest,CPCO (Formal),2017-08-19,2017,8,19,12:54:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Use of Force,Improper use of weapon,Exonerated,Incident Location,1510,Grant,Avenue,N,Indianapolis,4862,Black,Male,37,2549,White,Male,37,9,17-038,2017-08-19T16:54:00Z
2174,22698,Citizen Complaint,Arrest,CPCO (Formal),2017-08-19,2017,8,19,12:54:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Exonerated,Incident Location,1510,Grant,Avenue,N,Indianapolis,4862,Black,Male,37,2549,White,Male,37,9,17-038,2017-08-19T16:54:00Z
