OBJECTID,UCR,CRIME,DATE_,TIME,CASE,ADDRESS,BEAT,X_COORD,Y_COORD
129491,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,07:35,I190007057A,1455 MURPHYS LANDING DR,SW51,182012.8,1609228.35
129492,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,10:00,I190007296A,425 N GRANT AVE,NE41,207101.4,1648681.16
129493,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,12:00,I190007109A,6562 PIPING ROCK LN,NW33,157220.91,1672059.31
129494,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,12:15,I190007108A,1534 ASBURY ST,SE22,197859.91,1638690.77
129495,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,14:00,I190007136A,3729 N IRVINGTON AVE,ND31,213019.24,1667071.47
129496,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,14:58,I190007149A,6441 SEATTLE AVE,SW41,157640,1620891.33
129497,260,STOLEN VEHICLE,2019-01-20T00:00:00.000Z,18:06,I190007185A,2825 LUDWIG DR,SE41,226500.84,1631713.23
129498,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,01:30,I190007299A,1257 WORCESTER AVE,SE13,209818.03,1640016.71
129499,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,02:30,I190007267A,E 42ND ST/BRENTWOOD DR,NE52,232388.78,1670309.12
129500,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,05:35,I190007288A,2929 W MINNESOTA ST,SW12,175703.49,1637564.24
129501,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,06:52,I190007291A,5025 SEERLEY CREEK RD,SW22,164920.39,1628521.4
129502,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,08:11,I190007298A,3213 W MINNESOTA ST,SW12,174011.57,1637409.82
129503,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,09:09,I190007307A,4133 N ARLINGTON AVE,ND31,216349.55,1669738.45
129504,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,11:00,I190009592A,10174 KING ARTHUR DR,NE53,237936.6,1660829.06
129505,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,12:36,I190007363A,3139 KENTUCKY AVE,SW23,169110.35,1628077.24
129506,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,12:41,I190007373A,3820 FAWN DR,NW42,154630.44,1667218.87
129507,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,16:53,I190007445A,7930 E 38TH ST,NE51,226502.87,1667451
129508,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,17:42,I190007470A,4789 KENTUCKY AVE,SW42,159884.5,1621442.56
129509,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,17:50,I190007500A,7355 E 30TH ST,NE33,223714.98,1661758.79
129510,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,18:00,I190008251A,7901 HOTZE ST,SE43,243815.81,1605031.75
129511,260,STOLEN VEHICLE,2019-01-21T00:00:00.000Z,19:50,I190007508A,3603 S KEYSTONE AVE,SE24,200407.13,1626664.67
129512,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,08:00,I190007610A,5131 THOMPSON VILLAGE DR,SE31,190736.72,1618513.16
129513,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,08:07,I190007603A,1216 W 86TH ST,ND52,183811.94,1699172.51
129514,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,09:36,I190007623A,8598 N MICHIGAN RD,NW62,172096.5,1698966.45
129515,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,11:00,I190007671A,4401 S KEYSTONE AVE,SE24,201061.64,1622969.84
129516,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,12:49,I190007698A,3247 W MORRIS ST,SW12,174043.07,1640074.76
129517,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,20:38,I190007870A,2122 AMERHERST DR,ND52,179046.5,1690340.65
129518,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,22:00,I190007939A,1064 W 27TH ST,NW12,183877.79,1660362
129519,260,STOLEN VEHICLE,2019-01-22T00:00:00.000Z,23:00,I190007923A,909 KING AVE,SW11,177218.67,1650643.45
129520,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,04:32,I190007944A,2521 FOX HARBOUR DR,SE24,200952.41,1622631.58
129521,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,05:00,I190008170A,3930 HOYT AVE,SE13,206709,1642684.46
129522,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,05:00,I190008062A,3002 BALTIMORE AVE,ND21,198824.19,1662303.43
129523,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,08:00,I190007975A,5517 VERSAILLES DR,SE31,190350.7,1616527.16
129524,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,12:30,I190008243A,1226 W 18TH ST,NW11,182663.25,1655156.25
129525,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,13:27,I190008110A,2166 WEBB ST,SE21,191204.63,1635444.28
129526,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,14:22,I190008130A,2035 W MORRIS ST,SW12,179107.16,1640329.1
129527,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,19:08,I190008270A,2719 E 38TH ST,ND22,201417.51,1667257.74
129528,260,STOLEN VEHICLE,2019-01-23T00:00:00.000Z,99:99,I190008210A,7567 KINGSPORT RD,ND63,222449.8,1691691.53
129529,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,05:11,I190008359A,9851 E WASHINGTON ST,NE63,236115.72,1648627.04
129530,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,06:48,I190008371A,10163 KING TABLE DR,NE53,237709.8,1661196.43
129531,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,07:43,I190008395A,1751 ALIMINGO DR,ND51,180783.93,1688218.98
129532,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,08:45,I190008397A,1527 WADE ST,SE22,196663.28,1634507.39
129533,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,14:33,I190008519A,4314 SHADY VIEW DR,ND31,220466.09,1670882.69
129534,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,16:15,I190008580A,3212 W MICHIGAN ST,SW11,174627.96,1649060.55
129535,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,23:00,I190008705A,6426 E 82ND ST,ND62,218650.69,1696488.31
129536,260,STOLEN VEHICLE,2019-01-24T00:00:00.000Z,23:24,I190008696A,1373 COUNTRYSIDE DR,SW32,147745.03,1639148.6
129537,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,00:00,I190008706A,1446 E WASHINGTON ST,NE22,196824,1646275.36
129538,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,00:42,I190008711A,10104 JOHN JAY DR,NE53,237697.31,1665439.09
129542,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,06:00,I190009913A,6250 W 38TH ST,NW32,158932.49,1667536.33
129539,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,01:00,I190008805A,3832 N ARLINGTON AVE,ND31,216144.74,1667944.59
129540,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,06:00,I190008737A,2164 N KITLEY AVE,NE32,218932.96,1657247.22
129541,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,06:00,I190008740A,3162 WATERGATE WAY,NW31,164113.29,1662765.14
129543,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,06:52,I190008742A,715 N WARMAN AVE,SW11,176476.41,1649949.62
129544,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,07:00,I190008756A,5050 W WASHINGTON ST,SW21,165492.57,1641821.2
129545,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,07:23,I190008745A,928 N PERSHING AVE,SW11,178231,1650753.56
129546,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,07:36,I190008746A,5720 W RAY ST,SW21,160842.57,1641384.35
129547,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,07:42,I190008749A,6721 EARLSWOOD DR,SW51,176192.55,1610047.44
129548,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,07:43,I190008752A,6611 DENVER DR,SW41,156856.39,1621187.01
129549,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,08:04,I190008759A,4529 W PERRY ST,SW22,166930.02,1628796.14
129550,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,08:20,I190008970A,2353 SOUTHEASTERN AVE,SE12,200035.88,1644081.66
129551,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,11:00,I190008896A,1741 W MORRIS ST,SW12,180614.93,1640379.55
129552,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,11:48,I190008833A,332 S RANDOLPH ST,SE12,198165.48,1644085.95
129553,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,15:36,I190008930A,3844 N GRAHAM AVE,ND31,214828.03,1667925.39
129554,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,16:00,I190008938A,4521 E 19TH ST,NE31,208518.98,1655352.5
129555,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,17:24,I190008976A,5324 E 32ND ST,ND31,212240.75,1663185.53
129556,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,17:51,I190008969A,3142 N ARLINGTON AVE,NE33,216160.33,1663199.32
129557,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,18:08,I190009000A,3300 N HAWTHORNE LN,ND31,212389.26,1663815.51
129558,260,STOLEN VEHICLE,2019-01-25T00:00:00.000Z,20:01,I190009005A,3940 MADISON AVE,SE23,193914.75,1625013.57
129559,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,00:15,I190009295A,1451 E LEGRANDE AVE,SE22,196517.55,1635783.06
129560,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,03:00,I190010214A,506 S COLE ST,SW21,166424.19,1643413.81
129561,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,04:00,I190009172A,711 E WASHINGTON ST,DT22,193515.68,1646091.41
129562,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,04:04,I190009102A,2456 ASBURY ST,SE22,197924.9,1633621.93
129563,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,05:31,I190009114A,6690 COLLEENS WAY,SW41,156335.68,1616160.95
129564,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,16:00,I190009783A,2530 BROOKSIDE PKWY N DR,NE21,201037.65,1653544.01
129565,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,16:41,I190009223A,9002 W WASHINGTON ST,SW32,144375.67,1633550.9
129566,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,18:14,I190010290A,401 WALLACE AVE,NE41,209537.13,1648464.58
129567,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,19:28,I190009297A,7310 ROCKVILLE RD,SW31,153006.7,1645460.72
129568,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,19:39,I190009296A,1001 N RURAL ST,NE21,201741.16,1651437.08
129569,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,21:26,I190009333A,6562 PIPING ROCK LN,NW33,157220.91,1672059.31
129570,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,21:50,I190009335A,4017 W WASHINGTON ST,SW21,169499.6,1643227.33
129571,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,23:06,I190009352A,2631 S LYNHURST DR,SW22,164110.4,1631807.5
129572,260,STOLEN VEHICLE,2019-01-26T00:00:00.000Z,23:47,I190009367A,3379 TARA LN,NW31,163814.58,1664211.97
129573,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,00:00,I190009503A,5360 JULIAN AVE,NE42,212820.91,1646776.45
129574,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,01:12,I190009390A,1402 S MERIDIAN ST,SW13,189575.81,1639498.52
129575,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,11:31,I190009455A,2343 MAYHEW DR,SE34,200704.47,1601972.6
129576,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,15:00,I190010292A,3342 N BANCROFT ST,ND23,210524.86,1664686.72
129577,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,17:30,I190009675A,449 N LASALLE ST,NE23,203663.41,1648714.89
129578,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,18:00,I190009705A,2424 W 60TH ST,NW52,177143.73,1680951.13
129579,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,18:04,I190009555A,5709 W WASHINGTON ST,SW21,162178.09,1640374.94
129580,260,STOLEN VEHICLE,2019-01-27T00:00:00.000Z,20:03,I190009588A,2940 S LYONS AVE,SW22,168572.06,1629624.98
129581,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,03:50,I190009681A,4708 WANAMAKER DR,SE42,228295.37,1621718.09
129582,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,06:37,I190009678A,6200 BROOKVILLE RD,NE42,217229.74,1642560.06
129583,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,06:55,I190009679A,1414 OLIVER AVE,SW12,182266.46,1643282.89
129584,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,07:20,I190009683A,7512 DORNOCK DR,SE43,221267.49,1606741.61
129585,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,09:16,I190009724A,5235 BERTHA ST,SW21,164270.43,1644007.89
129586,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,12:00,I190010109A,7600 E 35TH ST,NE33,224976.67,1665543.33
129587,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,15:30,I190010053A,8111 TOWNSHIP LINE RD,ND52,177639.88,1695502.81
129588,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,16:00,I190010837A,1038 TENNIS COURT CI,ND52,184715.99,1703514.12
129589,260,STOLEN VEHICLE,2019-01-28T00:00:00.000Z,22:05,I190009980A,4911 ROCKVILLE RD,SW21,165774.17,1644960.38
129590,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,01:58,I190010024A,2405 MARTIN LUTHER LN,NE12,199564.81,1658796.61
129591,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,02:00,I190010028A,1330 E BRADBURY AVE,SE22,196071.59,1634300.28
129592,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,03:41,I190010046A,337 S FLEMING ST,SW21,167907.3,1643708.88
129593,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,05:48,I190010048A,849 N LINWOOD AVE,NE41,208425.84,1650409.55
129594,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,05:50,I190010050A,5821 SHADOWVIEW WAY,SW21,160757.84,1640974.14
129595,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,06:07,I190010049A,5531 VERSAILLES DR,SE31,190250.24,1616250.39
129596,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,07:30,I190010068A,2615 N EMERSON AVE,NE33,211036.61,1660234.78
129597,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,10:00,I190010455A,4905 S EMERSON AVE,SE32,211127.23,1620267.07
129598,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,11:28,I190010126A,2507 REFORMERS AVE,SE22,200774.95,1636747.53
129599,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,11:43,I190010147A,1930 WINFIELD AVE,NW21,176043.83,1655668.25
129600,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,19:00,I190010704A,8045 ROCKVILLE RD,SW31,149071.82,1645383.28
129601,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,22:00,I190010471A,3452 SHELBY ST,SE23,194975.86,1627481.96
129602,260,STOLEN VEHICLE,2019-01-29T00:00:00.000Z,23:30,I190010377A,1544 N EUCLID AVE,NE31,207728.72,1653932.64
129603,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,00:01,I190010403A,3149 SENOUR RD,SE41,241370.24,1630051.06
129604,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,00:01,I190010507A,3805 E MINNESOTA ST,SE13,205845.38,1638101.28
129605,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,04:00,I190010397A,3801 S POST RD,SE41,232029.15,1626452
129606,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,07:30,I190010410A,1462 N COLORADO AVE,NE31,207404.13,1653519.1
129607,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,08:57,I190010420A,9732 WILLOWTREE LN,NE53,235864.96,1661280.88
129608,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,09:18,I190010424A,5558 W 43RD ST,NW33,161973.92,1670492.35
129609,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,09:28,I190010425A,5430 ROCK HAMPTON CT,NW62,162732.91,1700265.68
129610,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,11:12,I190010452A,1127 S WARMAN AVE,SW12,176417.62,1640582.84
129611,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,11:57,I190010456A,4145 N MISSION DR,NW33,158284.12,1669496.3
129612,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,12:54,I190010495A,2350 N SHADELAND AVE,NE33,221209.82,1658524.1
129613,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,15:30,I190010527A,770 N SHADELAND AVE,NE42,221600.56,1650630.57
129614,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,16:20,I190013995A,121 N DENNY ST,NE41,206432.05,1647810.29
129615,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,16:23,I190010524A,121 N DENNY ST,NE41,206432.05,1647810.29
129616,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,19:30,I190010581A,2605 E RAYMOND ST,SE22,201033.8,1635472.87
129617,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,20:40,I190010599A,3319 VOIGT DR,NW32,160521.49,1663760.77
129618,260,STOLEN VEHICLE,2019-01-30T00:00:00.000Z,99:99,I190011254A,529 N CHESTER AVE,NE41,206751.42,1649269.39
129619,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,03:50,I190010662A,5151 PIKE PLAZA RD,NW31,164696.25,1670187.69
129620,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,05:30,I190010887A,2029 N COLLEGE AVE,NE11,193852.02,1656265.02
129621,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,08:44,I190010667A,10108 ELLIS DR,NE52,237562.15,1669827.14
129622,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,10:06,I190010684A,N HIGH SCHOOL RD/W 46TH ST,NW33,158478.47,1672334.53
129623,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,13:47,I190010746A,2942 STEEPLES DR,SW11,175633.43,1645975.21
129624,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,18:00,I190012937A,9313 BERNIE CT,NE62,238194.14,1658187.41
129625,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,21:00,I190010912A,3847 IRELAND DR,NE52,233634.33,1668293.46
129626,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,21:51,I190010914A,2919 TUSCARORA LN,SW52,175551.03,1604505.4
129627,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,22:00,I190011061A,36 N LINWOOD AVE,NE41,208270.66,1647494.15
129628,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,23:24,I190010932A,5405 W BRADBURY AVE,SW22,163091.08,1633245.02
129629,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,23:47,I190010935A,1145 PRAIRIE DEPOT,SW32,154706.17,1640340.53
129630,260,STOLEN VEHICLE,2019-01-31T00:00:00.000Z,99:99,I190015736A,5333 W 46TH ST,NW33,163381.71,1672345.49
129718,110,CRIMINAL HOMICIDE,2019-02-04T00:00:00.000Z,00:42,I190011911A,4437 N ELIZABETH ST,ND31,219873.87,1671639.38
129716,110, CRIMINAL HOMICIDE,2019-02-02T00:00:00.000Z, 08:39, I190011349A, 2160 KILDARE AVE, NE31,209963.43,1657311.29
129717,110,CRIMINAL HOMICIDE,2019-02-04T00:00:00.000Z,00:30,I190011909A,3902 N GLEN ARM RD,NW32,157488.66,1668009.47
129719,110,CRIMINAL HOMICIDE,2019-02-04T00:00:00.000Z,02:13,D140125368A,3860 CANDLE BERRY DR,NE70,244806.76,1668256.55
129720,110,CRIMINAL HOMICIDE,2019-02-16T00:00:00.000Z,19:54,I190016759A,3919 WIND DRIFT E DR,NW42,153594.93,1667821.15
129721,110,CRIMINAL HOMICIDE,2019-02-18T00:00:00.000Z,19:54,I190017406A,3415 MARABOU MILLS PL,NW42,150780.55,1664592.46
129722,110,CRIMINAL HOMICIDE,2019-02-20T00:00:00.000Z,10:31,I190017989A,6008 PRIMROSE AV,ND42,197191.12,1681529.89
129723,110,CRIMINAL HOMICIDE,2019-02-20T00:00:00.000Z,17:13,I190018128A,7700 E 38TH ST,NE33,224890.9,1667466.78
129724,110,CRIMINAL HOMICIDE,2019-02-26T00:00:00.000Z,11:45,I190020149A,6174 RALEIGH DR,NE32,217661.14,1659101.15
129725,120,RAPE,2017-07-08T00:00:00.000Z,17:05,I190022360A,7200 BLOCK N MICHIGAN RD,NW60,175553.78,1689498.33
129726,120,RAPE,2017-10-15T00:00:00.000Z,11:56,I190023723A,2100 BLOCK N CENTRAL AVE,NE11,192548.57,1656830.71
129727,120,RAPE,2018-04-26T00:00:00.000Z,18:00,I190022238A,5600 BLOCK FLIGHT SCHOOL DR,SW42,161227.19,1621656.3
129728,120,RAPE,2018-10-28T00:00:00.000Z,10:21,I180150461A,3500 BLOCK PATTON DR,NW32,161156.31,1665185.65
129729,120,RAPE,2018-11-05T00:00:00.000Z,99:99,I190029091A,300 BLOCK S GRAY ST,SE12,202879.59,1644589.64
129730,120,RAPE,2018-11-28T00:00:00.000Z,11:15,I180153189A,1400 BLOCK HIATT ST,SW12,179470.63,1638942.21
129731,120,RAPE,2018-12-01T00:00:00.000Z,23:40,I190022823A,1200 BLOCK W 96TH ST,ND52,183970.53,1704418.29
129732,120,RAPE,2019-01-12T00:00:00.000Z,08:33,I190004292A,7100 BLOCK E 21ST ST,NE61,222190.52,1656434.82
129733,120,RAPE,2019-01-26T00:00:00.000Z,00:00,I190020822A,1000 BLOCK FOLTZ ST,SW21,169943.35,1641336.83
129734,120,RAPE,2019-01-27T00:00:00.000Z,19:06,I190025753A,2200 BLOCK MARTHA ST,SW12,178570.86,1638659.84
129735,120,RAPE,2019-02-02T00:00:00.000Z,07:21,I190011972A,2200 BLOCK GROFF AVE,NW21,174195.03,1657463.07
129736,120,RAPE,2019-02-03T00:00:00.000Z,00:56,I190011633A,100 BLOCK S HARDING ST,SW11,181771.59,1645792.03
129737,120,RAPE,2019-02-05T00:00:00.000Z,10:33,I190012470A,3500 BLOCK PERIWINKLE WAY,ND42,204637.3,1678570.28
129738,120,RAPE,2019-02-05T00:00:00.000Z,13:08,I190012512A,4200 BLOCK N WHITTIER PL,ND31,213315.56,1670628.47
129739,120,RAPE,2019-02-08T00:00:00.000Z,20:00,I190014112A,1000 BLOCK S KEYSTONE AVE,SE12,200247.46,1641472.21
129740,120,RAPE,2019-02-09T00:00:00.000Z,04:28,I190013947A,900 BLOCK CHURCH ST,DT12,188561.82,1641823.14
129741,120,RAPE,2019-02-09T00:00:00.000Z,22:30,I190015492A,2400 BLOCK N ADAMS ST,NE12,203674.34,1659183.24
129742,120,RAPE,2019-02-11T00:00:00.000Z,20:10,I190015081A,2200 BLOCK N MERIDIAN ST,NE11,190322.85,1657558.09
129743,120,RAPE,2019-02-13T00:00:00.000Z,07:49,I190015308A,7100 BLOCK BLK VEDDER PL,SW41,154023.18,1617277.46
129744,120,RAPE,2019-02-13T00:00:00.000Z,07:52,I190015310A,2100 BLOCK ROSSINGTON LN,NE62,245712.46,1657273.58
129745,120,RAPE,2019-02-13T00:00:00.000Z,10:22,I190015378A,1300 BLOCK N LINWOOD AVE,NE31,208257.87,1652528.43
129746,120,RAPE,2019-02-13T00:00:00.000Z,12:26,I190015407A,7500 BLOCK MIKESELL DR,ND52,181300.44,1691659.58
129747,120,RAPE,2019-02-13T00:00:00.000Z,14:59,I190015471A,00 BLOCK N TEMPLE AVE,NE22,200968.26,1646833.24
129748,120,RAPE,2019-02-13T00:00:00.000Z,16:24,I190015543A,00 BLOCK N ILLINOIS ST,DT11,189430.75,1646251.1
129749,120,RAPE,2019-02-13T00:00:00.000Z,17:57,I190016354A,4300 BLOCK E WASHINGTON ST,SE13,207857.87,1646937.6
129750,120,RAPE,2019-02-13T00:00:00.000Z,19:23,I190015584A,2600 BLOCK WESTLANE RD,ND52,176414.86,1689591.29
129751,120,RAPE,2019-02-14T00:00:00.000Z,18:59,I190015971A,1100 BLOCK N RURAL ST,NE21,201779.57,1652113.27
129752,120,RAPE,2019-02-16T00:00:00.000Z,01:00,I190016668A,8200 BLOCK E 12TH ST,NE61,228118.11,1652373.93
129753,120,RAPE,2019-02-17T00:00:00.000Z,18:50,I190017046A,1600 BLOCK N BOSART AVE,NE31,208961.62,1654113.36
129754,120,RAPE,2019-02-18T00:00:00.000Z,02:04,I190017127A,5500 BLOCK N KEYSTONE AVE,ND42,200390.7,1678069.9
129755,120,RAPE,2019-02-18T00:00:00.000Z,20:29,I190017417A,9900 BLOCK CATALINA DR,NE52,236234.55,1668033.12
129756,120,RAPE,2019-02-18T00:00:00.000Z,22:35,I190017458A,5400 BLOCK DUNK DR,NW31,162675.31,1665812.47
129757,120,RAPE,2019-02-19T00:00:00.000Z,12:42,I190017626A,6200 BLOCK FLYNN RD,SW41,147161.5,1612092.21
129758,120,RAPE,2019-02-20T00:00:00.000Z,09:44,I190017950A,4100 BLOCK N KEYSTONE AVE,ND21,200217.25,1669410.27
129759,120,RAPE,2019-02-20T00:00:00.000Z,09:45,I190017951A,4100 BLOCK N KEYSTONE AVE,ND21,200217.25,1669410.27
129760,120,RAPE,2019-02-20T00:00:00.000Z,15:00,I190018240A,1200 BLOCK N TUXEDO ST,NE21,204056.47,1652437.47
129761,120,RAPE,2019-02-20T00:00:00.000Z,22:59,I190020015A,700 BLOCK E MARKET ST,DT21,193748.94,1646645.45
129762,120,RAPE,2019-02-21T00:00:00.000Z,20:18,I190018557A,5200 BLOCK W TROY AVE,SW22,164251.58,1629366.51
129763,120,RAPE,2019-02-22T00:00:00.000Z,14:39,I190018830A,1400 BLOCK ANNISTON ST,SE33,196300.86,1606673.89
129764,120,RAPE,2019-02-22T00:00:00.000Z,23:15,I190018987A,2800 BLOCK SHADELAND AVE,NE33,222031.93,1661163.8
129765,120,RAPE,2019-02-23T00:00:00.000Z,00:30,I190019026A,1400 BLOCK E LORETTA DR,SE33,196560.17,1611206.87
129766,120,RAPE,2019-02-23T00:00:00.000Z,21:00,I190019429A,200 BLOCK PARKVIEW AVE,NE22,198619.04,1646896.41
129767,120,RAPE,2019-02-23T00:00:00.000Z,21:00,I190020136A,700 BLOCK N LUETT AVE,SW11,171310.59,1650009.71
129768,120,RAPE,2019-02-23T00:00:00.000Z,23:40,I190019309A,1800 BLOCK S EAST ST,SE21,192370.47,1636991.25
129769,120,RAPE,2019-02-25T00:00:00.000Z,07:00,I190019882A,6600 BLOCK LATITUDES PL,SE43,219579.44,1599020.85
129770,120,RAPE,2019-02-25T00:00:00.000Z,21:58,I190019986A,8400 BLOCK E RAYMOND ST,SE41,228788.55,1634715.48
