OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
2712,28033,Citizen Complaint,Investigation,CPCO (Informal),2017-07-22,12:53:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,800,Broad Ripple,Avenue,,Indianapolis,16618,Unknown,Female,,1042,White,Male,48,17,18-669
2713,28034,Citizen Complaint,,CPCO (Informal),2018-05-03,08:49:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Sustained,Incident Location,,Hazel Dell,Parkway,,,16619,,Male,,3448,White,Male,35,2,18-670
2714,28034,Citizen Complaint,,CPCO (Informal),2018-05-03,08:49:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,,,Sustained,Incident Location,,Hazel Dell,Parkway,,,16619,,Male,,3448,White,Male,35,2,18-670
2715,28035,Citizen Complaint,,CPCO (Informal),2018-05-04,02:10:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,10,Meridian,Street,S,Indianapolis,16620,Black,Female,34,1358,White,Male,49,16,18-671
2716,28035,Citizen Complaint,,CPCO (Informal),2018-05-04,02:10:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,10,Meridian,Street,S,Indianapolis,16620,Black,Female,34,1358,White,Male,49,16,18-671
2717,28036,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-04,18:45:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,700,38th,Street,W,Indianapolis,16621,,Female,,3208,Other,Male,31,3,18-672
2718,28037,Citizen Complaint,Self-Initiated Activity,CPCO (Informal),2018-05-03,10:55:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT DAY SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,32,Meridian,Street,N,Indianapolis,16622,Unknown,Male,,1216,White,Male,51,27,18-673
2719,28098,Citizen Complaint,,CPCO (Informal),2018-04-23,15:18:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2850,Priscilla,Avenue,N,Indianapolis,16652,Black,Female,42,1378,White,Male,40,16,18-647
2720,28098,Citizen Complaint,,CPCO (Informal),2018-04-23,15:18:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Substandard Performance,Members shall conform to established work standards to their rank/position.,Not Sustained,Incident Location,2850,Priscilla,Avenue,N,Indianapolis,16652,Black,Female,42,1378,White,Male,40,16,18-647
2721,28099,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-04-22,11:27:00:000,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, discourteous, or insulting gesture(s)",Not Sustained,Incident Location,,I-65 ,Highway,S,Indianapolis,16654,Unknown,Female,26,982,White,Male,45,19,18-674
2722,28101,Citizen Complaint,,CPCO (Informal),2018-05-05,14:31:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,,,,Incident Location,6557,Long Run,Drive,,Indianapolis,16655,Black,Male,50,3419,Black,Male,29,2,18-660
2723,28126,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-13,18:40:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,6044,Riversport,Court,,Indianapolis,16677,Unknown,Male,,3612,Black,Male,29,,18-666
2724,28126,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-13,18:40:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,,,Sustained,Incident Location,6044,Riversport,Court,,Indianapolis,16677,Unknown,Male,,3612,Black,Male,29,,18-666
2725,27808,Citizen Complaint,,CPCO (Informal),2018-03-21,21:00:00:000,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,CHILD ABUSE UNIT,Substandard Performance,Members shall conform to established work standards to their rank/position.,Unfounded,Incident Location,5373,Garth,Drive,,Indianapolis,16476,Black,Male,,879,White,Male,53,29,18-675
2726,28181,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-14,08:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,4100,Keystone,Avenue,N,Indianapolis,16695,,Female,,3116,Other,Male,38,10,18-676
2727,28181,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-14,08:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,,,Exonerated,Incident Location,4100,Keystone,Avenue,N,Indianapolis,16695,,Female,,3116,Other,Male,38,10,18-676
2728,28181,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-14,08:20:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,,,Exonerated,Incident Location,4100,Keystone,Avenue,N,Indianapolis,16695,,Female,,3116,Other,Male,38,10,18-676
2729,28259,Citizen Complaint,,CPCO (Informal),2018-05-17,15:45:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,,I-65 S b/t I465 & Cty Line,Highway,S,Indianapolis,16748,,Male,,2489,White,Male,35,11,18-677
2730,28259,Citizen Complaint,,CPCO (Informal),2018-05-17,15:45:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,,,Not Sustained,Incident Location,,I-65 S b/t I465 & Cty Line,Highway,S,Indianapolis,16748,,Male,,2489,White,Male,35,11,18-677
2731,28260,Citizen Complaint,,CPCO (Informal),2018-05-18,14:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1512,Bowen,Court,,Greenwood,16749,,Male,,3464,White,Female,28,2,18-678
2732,28260,Citizen Complaint,,CPCO (Informal),2018-05-18,14:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,1512,Bowen,Court,,Greenwood,16749,,Male,,3464,White,Female,28,2,18-678
2733,28260,Citizen Complaint,,CPCO (Informal),2018-05-18,14:15:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,,Violation of Any Law,Infraction/ordinance violation,Sustained,Incident Location,1512,Bowen,Court,,Greenwood,16749,,Male,,3464,White,Female,28,2,18-678
2734,28274,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-05-15,18:23:00:000,Operations Division,Southeast District,SE Late Shift,SE Late Shift,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,8600,Michigan,Road,,Indianapolis,16765,,Female,22,3339,White,Male,36,2,18-679
2735,28274,Citizen Complaint,Traffic Stop,CPCO (Informal),2018-05-15,18:23:00:000,Operations Division,Southeast District,SE Late Shift,SE Late Shift,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8600,Michigan,Road,,Indianapolis,16765,,Female,22,3339,White,Male,36,2,18-679
2736,28275,Citizen Complaint,,CPCO (Informal),2018-05-17,01:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,,,,Exonerated,Incident Location,,465 s/b,Highway,,,16766,White,Male,51,2542,White,Male,37,10,18-680
2737,28275,Citizen Complaint,,CPCO (Informal),2018-05-17,01:00:00:000,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting gesture(s)",Exonerated,Incident Location,,465 s/b,Highway,,,16766,White,Male,51,2542,White,Male,37,10,18-680
2738,28301,Citizen Complaint,,CPCO (Informal),2018-05-18,11:40:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Unfounded,Incident Location,N/A,465S to Exit 4,Highway,S,Indianapolis,16785,,Male,,3065,Black,Male,36,6,18-681
2739,28301,Citizen Complaint,,CPCO (Informal),2018-05-18,11:40:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,,,Unfounded,Incident Location,N/A,465S to Exit 4,Highway,S,Indianapolis,16785,,Male,,3065,Black,Male,36,6,18-681
2740,28301,Citizen Complaint,,CPCO (Informal),2018-05-18,11:40:00:000,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,,,Unfounded,Incident Location,N/A,465S to Exit 4,Highway,S,Indianapolis,16785,,Male,,3065,Black,Male,36,6,18-681
2741,28304,Citizen Complaint,,CPCO (Informal),2018-05-20,10:40:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,,66th,Street,E,Indianapolis,16786,Black,Female,,2147,White,Male,54,29,INQ#2018-0114
2742,28304,Citizen Complaint,,CPCO (Informal),2018-05-20,10:40:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,,,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Exonerated,Incident Location,,66th,Street,E,Indianapolis,16786,Black,Female,,2147,White,Male,54,29,INQ#2018-0114
2743,28305,Citizen Complaint,,CPCO (Informal),2018-05-17,18:16:00:000,Operations Division,North District,,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,3606,Balsam,Avenue,,Indianapolis,16787,Black,Female,39,,,,,,18-682
2744,28305,Citizen Complaint,,CPCO (Informal),2018-05-17,18:16:00:000,Operations Division,North District,,,,,Unfounded,Incident Location,3606,Balsam,Avenue,,Indianapolis,16787,Black,Female,39,,,,,,18-682
2745,28306,Citizen Complaint,Call For Service,CPCO (Formal),2018-04-26,07:59:00:000,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,7119,Layman,Avenue,N,Indianapolis,16788,Black,Female,52,1426,Black,Male,44,16,18-022
2746,28311,Citizen Complaint,,CPCO (Formal),2018-04-14,23:25:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Intimidation/Improper Display of Police Authority,Exonerated,Incident Location,247,Meridian ,Street,,Indianapolis,16790,White,Male,30,1361,White,Male,39,16,18-026
2747,28311,Citizen Complaint,,CPCO (Formal),2018-04-14,23:25:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,247,Meridian ,Street,,Indianapolis,16790,White,Male,30,1361,White,Male,39,16,18-026
2748,28311,Citizen Complaint,,CPCO (Formal),2018-04-14,23:25:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,247,Meridian ,Street,,Indianapolis,16790,White,Male,30,1361,White,Male,39,16,18-026
2749,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,21,White,Male,46,17,18-027
2750,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,Intimidation/Improper Display of Police Authority,Not Sustained,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,21,White,Male,46,17,18-027
2751,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,21,White,Male,46,17,18-027
2752,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,Intimidation/Improper Display of Police Authority,Not Sustained,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,103,Black,Male,57,28,18-027
2753,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,103,Black,Male,57,28,18-027
2754,28327,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-17,12:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,55,South,Street,W,Indianapolis,16799,Bi-racial,Female,30,2722,White,Male,40,10,18-027
2755,28328,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-21,22:29:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,536 ,Belmont,Avenue,N,Indianapolis,16800,,Male,,3641,Hispanic,Male,23,,18-683
2756,28328,Citizen Complaint,Call For Service,CPCO (Informal),2018-05-21,22:29:00:000,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,,,Unfounded,Incident Location,536 ,Belmont,Avenue,N,Indianapolis,16800,,Male,,3641,Hispanic,Male,23,,18-683
2757,28336,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-14,19:23:00:000,Operations Division,Southwest District,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,1110,Tibbs,Avenue,N,Indianapolis,16803,White,Male,45,3522,Black,Male,31,2,18-028
2758,28336,Citizen Complaint,Call For Service,CPCO (Formal),2018-05-14,19:23:00:000,Operations Division,Southwest District,SW MIDDLE SHIFT,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,1110,Tibbs,Avenue,N,Indianapolis,16803,White,Male,45,3522,Black,Male,31,2,18-028
2759,28342,Citizen Complaint,Call For Service,CPCO (Formal),2018-04-23,16:55:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,,,Exonerated,Incident Location,5600,Enright,Drive,,Indianapolis,16782,Black,Female,26,3449,White,Male,26,2,18-021
2760,28342,Citizen Complaint,Call For Service,CPCO (Formal),2018-04-23,16:55:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,5600,Enright,Drive,,Indianapolis,16782,Black,Female,26,3449,White,Male,26,2,18-021
2761,28342,Citizen Complaint,Call For Service,CPCO (Formal),2018-04-23,16:55:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Search/Seizure,,Exonerated,Incident Location,5600,Enright,Drive,,Indianapolis,16782,Black,Female,26,3234,White,Male,37,3,18-021
2762,28342,Citizen Complaint,Call For Service,CPCO (Formal),2018-04-23,16:55:00:000,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,5600,Enright,Drive,,Indianapolis,16782,Black,Female,26,3234,White,Male,37,3,18-021
2763,28439,Citizen Complaint,Assisting Other Agency,CPCO (Formal),2018-05-15,23:56:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,520,Market,Street,E,Indianapolis,9593,Black,Male,58,3290,Black,Male,37,3,18-029
2764,28439,Citizen Complaint,Assisting Other Agency,CPCO (Formal),2018-05-15,23:56:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,DT LATE SHIFT,,Citizen Interaction,Failure to provide name or badge number,Unfounded,Incident Location,520,Market,Street,E,Indianapolis,9593,Black,Male,58,3290,Black,Male,37,3,18-029
2765,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2766,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2767,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2768,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2769,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2770,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2771,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2772,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2773,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2774,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2775,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2776,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,Failure to follow policy,Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2777,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2778,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2779,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2780,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Neglect of Duty,Members shall not leave assigned duty unless relieved or with persmission of supervisor or communications.,Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2781,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2782,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,Failure to follow policy,Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-050
2783,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2784,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2785,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to conform to the department's rules, regulations, orders, policies, and SOPs while off duty",,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2786,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2787,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2788,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2789,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
2790,24075,Citizen Complaint,,CPCO (Formal),2017-10-09,17:00:00:000,OPERATIONS DIVISION,DOWNTOWN  DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Not Sustained,Incident Location,1251,US 31,,N,Greenwood,14284,White,Female,47,515,White,Male,51,19,17-718
