INCNUM,OFF_NUM,UOF_FORCE_TYPE,UOF_REASON,CIT_ARRESTED,CITCHARGE_TYPE,DISPOSITION,CIT_WEAPON_TYPE,OFF_SEX,CIT_SEX,OFF_RACE,OFF_AGE,CIT_AGE,YMD_TM,OBJECTID,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,FULL_ADD,SERVICE_TYPE,CIT_INJURED,CIT_HOSPITAL,OFF_INJURED,OFF_HOSPITAL,CIT_NUM,CIT_RACE,CIT_COND_TYPE,OFF_YR_EMPLOY,OFF_COND_TYPE,OCCURRED_WEEK_DAY,OCCURRED_HOUR,OCCURRED_QUARTER,OCCURRED_YEAR,lon,lat
52228,3442,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,BATTERY (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,25,2020-11-09T09:15:00Z,90267,2020-11-09,09:15:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"10149   KINGS TABLE COURT, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27862,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,9,4,2020,-85.9893087,39.8086257
52227,3442,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,NO,DOMESTIC BATTERY (F),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,25,2020-11-09T08:44:00Z,90269,2020-11-09,08:44:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,"10133   KINGS TABLE COURT, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27862,BLACK,UNREPORTED,999999,UNREPORTED,Mon,8,4,2020,-85.9893342,39.8086258
46933,1359,PHYSICAL-FIST STRIKE,RESISTING ARREST,YES,LEAVING THE SCENE OF A PD CRASH,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,38,2020-04-25T21:36:00Z,90274,2020-04-25,21:36:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"6971 W WASHINGTON STREET, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,25274,WHITE,MINOR SCRAPES,999999,UNREPORTED,Sat,21,2,2020,-86.2829378,39.7425393
51819,2485,PHYSICAL-OTHER,RESISTING ARREST,YES,DOMESTIC BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,36,2020-10-28T19:25:00Z,90282,2020-10-28,19:25:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"2910   DOCTOR MARTIN LUTHER KING JUNIOR STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,NO,YES,NO,27737,BLACK,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Wed,19,4,2020,-86.1736063,39.8086953
51294,2881,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,60,2020-10-10T21:58:00Z,90356,2020-10-10,21:58:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3701 E 38TH STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27521,UNREPORTED,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,21,4,2020,-86.10403819999999,39.8249569
47249,3462,PHYSICAL-FIST STRIKE,COMBATIVE SUSPECT,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,41,2020-05-10T01:20:00Z,90365,2020-05-10,01:20:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"5721 E 21ST STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,25453,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,1,2,2020,-86.0693482,39.7960219
51698,3813,LETHAL-HANDGUN,FLEEING,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-10-26T15:38:00Z,90377,2020-10-26,15:38:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"859   DENISON STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27696,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,15,4,2020,-86.2379911,39.7541308
51704,1978,PHYSICAL-OTHER,FLEEING,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-10-27T00:07:00Z,90378,2020-10-27,00:07:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"1400 S KAPPES STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27703,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,0,4,2020,-86.194338,39.747431
51823,3030,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,36,2020-10-28T19:26:00Z,90384,2020-10-28,19:26:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,"2910   DR MARTIN LUTHER KING JR STREET, INDIANAPOLIS, IN",ARREST,YES,NO,YES,NO,27737,BLACK,NO INJURIES NOTED OR VISIBLE,999999,MINOR SCRAPES,Wed,19,4,2020,-86.1736063,39.8086953
51346,3920,PHYSICAL-LEG SWEEP,FLEEING,YES,WARRANT ARREST,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,30,2020-10-10T13:45:00Z,90399,2020-10-10,13:45:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,"601 N LINDWOOD AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27544,WHITE,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Sat,13,4,2020,-86.0924079,39.7755979
51920,3698,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,51,2020-10-30T20:20:00Z,90417,2020-10-30,20:20:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"4941   KNIGHT'S WAY, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,27769,WHITE,LACERATION,999999,UNREPORTED,Fri,20,4,2020,-86.18749269999999,39.6931191
51993,3505,LETHAL-HANDGUN,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,24,2020-11-03T12:11:00Z,90419,2020-11-03,12:11:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"500 N TREMONT AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,27796,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,12,4,2020,-86.20104719999999,39.7748684
52081,3209,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,FEMALE,HISPANIC,999999,18,2020-11-04T14:00:00Z,90420,2020-11-04,14:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIME GUN INTELLIGENCE CENTER,CGIC SQUAD 2,"2400 N WILKINS STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27821,WHITE,COMPLAINT OF PAIN,999999,NO INJURIES NOTED OR VISIBLE,Wed,14,4,2020,-86.2006846,39.7525303
52126,3239,PHYSICAL-TAKE DOWN,NON-COMPLIANT,YES,AGGRAVATED ASSAULT,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,29,2020-11-06T02:10:00Z,90421,2020-11-06,02:10:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"2039   GLENRIDGE DRIVE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27830,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Fri,2,4,2020,-86.0921315,39.7956007
47064,1843,PHYSICAL-FIST STRIKE,COMBATIVE SUSPECT,YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,HISPANIC,999999,27,2020-05-02T03:21:00Z,90426,2020-05-02,03:21:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"9053   SNOWDEN SQUARE S DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,25341,WHITE,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Sat,3,2,2020,-86.3220293,39.7843646
52444,3416,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,POSSESSION OF PARAPHERNALIA,UNREPORTED,UNREPORTED,MALE,FEMALE,WHITE,999999,32,2020-11-12T04:27:00Z,90429,2020-11-12,04:27:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"1100 E PLEASANT RUN PARKWAY, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27910,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,4,4,2020,-86.1188008,39.7522279
52519,3240,UNREPORTED,NON-COMPLIANT,NO,IMMEDIATE DETENTION,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,16,2020-11-15T04:09:00Z,90431,2020-11-15,04:09:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"615   JEFFERSON AVENUE, INDIANAPOLIS, IN",INVESTIGATION,YES,YES,NO,NO,27946,BI-RACIAL,MINOR SCRAPES,999999,UNREPORTED,Sun,4,4,2020,-86.12351249999999,39.7769096
52579,3936,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,CRIMINAL MISCHIEF (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,17,2020-11-16T02:43:00Z,90436,2020-11-16,02:43:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"5502 W 34 STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,27971,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Mon,2,4,2020,-86.25628030000001,39.8167035
52180,1364,LETHAL-HANDGUN,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,22,2020-11-07T13:17:00Z,90438,2020-11-07,13:17:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,"1025 E BERWYN AVENUE, INDIANAPOLIS, IN",ASSISTING A CITIZEN,NO,NO,NO,NO,27844,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,13,4,2020,-86.1410731,39.7243933
52769,3830,UNREPORTED,COMBATIVE SUSPECT,YES,CRIMINAL MISCHIEF (F),UNREPORTED,UNREPORTED,MALE,MALE,BLACK,999999,15,2020-11-07T15:40:00Z,90440,2020-11-07,15:40:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"5835 W 10TH STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,27853,WHITE,UNREPORTED,999999,UNREPORTED,Sat,15,4,2020,-86.26331429999999,39.77849
46936,3599,PHYSICAL-FIST STRIKE,NON-COMPLIANT,YES,OPERATING A VEHICLE WHILE INTOXICATED (F),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-04-26T01:23:00Z,90460,2020-04-26,01:23:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"6025 S MADISON AVENUE, INDIANAPOLIS, IN",ASSISTING OTHER AGENCY,YES,NO,NO,NO,25277,HISPANIC,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Sun,1,2,2020,-86.1299324,39.6788153
47054,3476,LESS LETHAL-BEAN BAG,NON-COMPLIANT,NO,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,24,2020-05-01T16:26:00Z,90467,2020-05-01,16:26:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,"1002 N TIBBS STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,25343,BLACK,BRUISING,999999,NO INJURIES NOTED OR VISIBLE,Fri,16,2,2020,-86.2162666,39.7808872
52292,3610,LESS LETHAL-BEAN BAG,ASSAULTING CITIZEN(S),NO,IMMEDIATE DETENTION,UNREPORTED,UNREPORTED,MALE,MALE,BLACK,999999,28,2020-11-10T17:59:00Z,90468,2020-11-10,17:59:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"4444 N PASADENA STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,YES,NO,NO,27887,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,17,4,2020,-86.0546133,39.8374409
52483,3859,UNREPORTED,RESISTING ARREST,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,14,2020-11-12T19:24:00Z,90469,2020-11-12,19:24:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3360 N MERIDIAN STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,27912,BLACK,LACERATION,999999,NO INJURIES NOTED OR VISIBLE,Thu,19,4,2020,-86.15731129999999,39.8170729
52481,3762,LETHAL-HANDGUN,NON-COMPLIANT,NO,UNREPORTED,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-11-13T18:30:00Z,90470,2020-11-13,18:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"2615   SHELBY STREET, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,27928,WHITE,UNREPORTED,999999,UNREPORTED,Fri,18,4,2020,-86.13929979999999,39.7299009
52533,3235,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,NO,IMMEDIATE DETENTION,UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,16,2020-11-15T04:15:00Z,90472,2020-11-15,04:15:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"615 N JEFFERSON AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,27946,BI-RACIAL,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Sun,4,4,2020,-86.12351249999999,39.7769096
52527,1645,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,UNREPORTED,UNREPORTED,UNREPORTED,MALE,MALE,BLACK,999999,42,2020-11-15T03:19:00Z,90475,2020-11-15,03:19:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"8718 E 16TH STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27955,BLACK,UNREPORTED,999999,UNREPORTED,Sun,3,4,2020,-86.0145352,39.7893091
52573,3961,LETHAL-HANDGUN,NON-COMPLIANT,YES,AGGRAVATED ASSAULT,UNREPORTED,UNREPORTED,MALE,FEMALE,WHITE,999999,55,2020-11-16T20:45:00Z,90476,2020-11-16,20:45:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,"5554   RENN LANE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27969,BLACK,UNREPORTED,999999,UNREPORTED,Mon,20,4,2020,-86.2583648,39.8358156
51628,3681,PHYSICAL-WEIGHT LEVERAGE,FLEEING,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-10-23T16:01:00Z,90492,2020-10-23,16:01:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"2729   MADISON AVENUE, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,27653,BLACK,UNREPORTED,999999,NO INJURIES NOTED OR VISIBLE,Fri,16,4,2020,-86.1519845,39.7266848
51630,3510,PHYSICAL-OTHER,FLEEING,YES,CRIMINAL MISCHIEF (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,33,2020-10-23T15:48:00Z,90496,2020-10-23,15:48:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"2728   MADISON AVENUE, INDIANAPOLIS, IN",ARREST,YES,NO,NO,NO,27653,BLACK,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Fri,15,4,2020,-86.1527243,39.7268272
52577,4044,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,POSSESSION OF MARIJUANA/HASH (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,17,2020-11-15T02:39:00Z,90510,2020-11-15,02:39:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,UNREPORTED,"5502 W 34TH STREET STREET, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,27971,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,2,4,2020,-86.25628030000001,39.8167035
52632,3679,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,WARRANT ARREST,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-11-18T00:57:00Z,90516,2020-11-18,00:57:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"3950 N GERMAN CHURCH ROAD, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27989,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,0,4,2020,-85.9720665,39.8294694
51667,3416,PHYSICAL-FIST STRIKE,RESISTING ARREST,YES,IMMEDIATE DETENTION,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,44,2020-10-25T00:23:00Z,90518,2020-10-25,00:23:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"2649   FOLTZ STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,27680,WHITE,MINOR BLEEDING,999999,NO INJURIES NOTED OR VISIBLE,Sun,0,4,2020,-86.2296849,39.7264529
51815,3505,LETHAL-HANDGUN,NON-COMPLIANT,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,33,2020-10-29T11:02:00Z,90520,2020-10-29,11:02:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"3900 E HOYT AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27735,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Thu,11,4,2020,-86.0996807,39.7573221
47073,2843,PHYSICAL-LEG SWEEP,COMBATIVE SUSPECT,YES,POSSESSION OF A HANDGUN (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,22,2020-05-03T03:15:00Z,90546,2020-05-03,03:15:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,"5110   TURTLE CREEK COURT, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,25360,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,3,2,2020,-86.1469156,39.691582
47217,3019,CANINE BITE,FLEEING,YES,POSSESSION OF METHAMPHETAMINE,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,42,2020-05-07T23:24:00Z,90558,2020-05-07,23:24:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,"4944 W THRUSH AVENUE, INDIANAPOLIS, IN",CALL FOR SERVICE,YES,YES,NO,NO,25427,WHITE,CANINE BITE,999999,UNREPORTED,Thu,23,2,2020,-86.2437215,39.8136966
46725,3368,PHYSICAL-TAKE DOWN,RESISTING ARREST,YES,DISORDERLY CONDUCT,IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,42,2020-04-12T21:30:00Z,90570,2020-04-12,21:30:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - MIDDLE,"4100 N COLLEGE AVENUE, INDIANAPOLIS, IN",ARREST,NO,YES,NO,NO,25208,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,21,2,2020,-86.1453849,39.8304688
51970,4056,UNREPORTED,FLEEING,NO,UNREPORTED,UNREPORTED,UNREPORTED,MALE,FEMALE,WHITE,999999,21,2020-11-02T16:02:00Z,90592,2020-11-02,16:02:00,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,20TH RECRUIT CLASS,"3957 S BREEN DRIVE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,27785,WHITE,MINOR SCRAPES,999999,NO INJURIES NOTED OR VISIBLE,Mon,16,4,2020,-86.00769249999999,39.8286345
47628,474,UNREPORTED,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,999999,2020-05-30T01:00:00Z,90603,2020-05-30,01:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,"200 N MERIDIAN NA, INDIANAPOLIS, IN",ERG INCIDENT,NO,NO,NO,NO,25308,WHITE,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,1,2,2020,-86.15798989999999,39.7699329
46999,3639,PHYSICAL-WEIGHT LEVERAGE,NON-COMPLIANT,NO,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,FEMALE,WHITE,999999,21,2020-04-28T19:50:00Z,90606,2020-04-28,19:50:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"5550   FALL CREEK PKWY N DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,25299,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Tue,19,2,2020,-86.08465389999999,39.8539699
47236,3602,PHYSICAL-JOINT/PRESSURE,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,37,2020-05-10T02:11:00Z,90622,2020-05-10,02:11:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,UNREPORTED,"1117   MEDFORD AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,25442,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sun,2,2,2020,-86.2092781,39.7826285
52639,3704,LESS LETHAL-BEAN BAG,FELONY STOP/APPREHENSION,YES,RESISTING LAW ENFORCEMENT (F),UNREPORTED,UNREPORTED,MALE,MALE,WHITE,999999,20,2020-11-18T00:57:00Z,90638,2020-11-18,00:57:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"3900 N GERMAN CHURCH ROAD, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27989,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,0,4,2020,-85.9726738,39.8284882
52637,3211,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,THEFT/RECEIVING STOLEN PROPERTY,UNREPORTED,UNREPORTED,MALE,MALE,BLACK,999999,20,2020-11-18T00:54:00Z,90667,2020-11-18,00:54:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,"10500 E 38TH STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,27989,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Wed,0,4,2020,-85.982477,39.8263869
47363,3525,PHYSICAL-WEIGHT LEVERAGE,RESISTING ARREST,YES,BATTERY (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,40,2020-05-16T19:00:00Z,90673,2020-05-16,19:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,UNREPORTED,"7620   BLUE WILLOW DRIVE, INDIANAPOLIS, IN",CALL FOR SERVICE,NO,NO,NO,NO,25533,HISPANIC,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,19,2,2020,-86.0327621,39.7467038
52624,1532,LETHAL-HANDGUN,FELONY STOP/APPREHENSION,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,BLACK,999999,46,2020-11-16T14:28:00Z,90692,2020-11-16,14:28:00,OPERATIONS DIVISION,NORTH DISTRICT,NEIGHBORHOOD IMPACT,COMMUNITY RESOURCES,"7100 N KEYSTONE AVENUE, INDIANAPOLIS, IN",TRAFFIC STOP,NO,NO,NO,NO,25552,BLACK,UNREPORTED,999999,UNREPORTED,Mon,14,4,2020,-86.122182,39.8832392
50480,2985,PHYSICAL-HANDCUFFING,RESISTING ARREST,YES,RESISTING LAW ENFORCEMENT (M),IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,15,NA,90693,2020-09-07,NA,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,"2121 E 52ND STREET, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,25569,BI-RACIAL,NO INJURIES NOTED OR VISIBLE,999999,UNREPORTED,Mon,NA,NA,NA,-86.1247257,39.8470829
47364,3020,PHYSICAL-LEG SWEEP,NON-COMPLIANT,YES,OPERATING A VEHICLE WHILE INTOXICATED (M),IN COMPLIANCE,UNREPORTED,FEMALE,FEMALE,WHITE,999999,34,2020-05-16T00:44:00Z,90700,2020-05-16,00:44:00,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,"3800 N ARLINGTON AVENUE, INDIANAPOLIS, IN",ARREST,NO,NO,NO,NO,25534,BLACK,NO INJURIES NOTED OR VISIBLE,999999,NO INJURIES NOTED OR VISIBLE,Sat,0,2,2020,-86.06484189999999,39.8247216
47384,3428,UNREPORTED,FLEEING,YES,UNREPORTED,IN COMPLIANCE,UNREPORTED,MALE,MALE,WHITE,999999,46,2020-05-17T17:10:00Z,90702,2020-05-17,17:10:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,"3400 E 34TH STREET, INDIANAPOLIS, IN",ARREST,YES,YES,NO,NO,25552,BLACK,COMPLAINT OF PAIN,999999,UNREPORTED,Sun,17,2,2020,-86.06737,39.81976050000001
