OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
2698,28001,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2018-04-11,2018,4,11,18:00:00:000,18,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16600,WHITE,MALE,54,3022,WHITE,MALE,36,8,18-657,2018-04-11T22:00:00Z
2699,28008,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2018-04-23,2018,4,23,00:08:00:000,0,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16604,WHITE,MALE,38,1985,WHITE,MALE,36,14,18-018,2018-04-23T04:08:00Z
2700,28008,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2018-04-23,2018,4,23,00:08:00:000,0,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16604,WHITE,MALE,38,1985,WHITE,MALE,36,14,18-018,2018-04-23T04:08:00Z
2701,28021,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2018-04-23,2018,4,23,00:30:00:000,0,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,UNREPORTED,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16609,WHITE,FEMALE,27,21,WHITE,MALE,46,17,18-019,2018-04-23T04:30:00Z
2702,28023,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2018-03-23,2018,3,23,22:02:00:000,22,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,PRISONER HANDLING/TRANS.,MISTREATMENT OF PERSON IN CUSTODY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16610,BLACK,MALE,32,1089,WHITE,MALE,49,19,18-025,2018-03-24T02:02:00Z
2703,28023,CITIZEN COMPLAINT,ARREST,CPCO (FORMAL),2018-03-23,2018,3,23,22:02:00:000,22,OPERATIONS DIVISION,DOWNTOWN DISTRICT,NEIGHBORHOOD IMPACT,FLEX TEAM,PRISONER HANDLING/TRANS.,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16610,BLACK,MALE,32,1089,WHITE,MALE,49,19,18-025,2018-03-24T02:02:00Z
2704,28024,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-17,2018,4,17,18:31:00:000,18,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16611,UNREPORTED,FEMALE,99999,3523,HISPANIC,MALE,24,1,18-662,2018-04-17T22:31:00Z
2705,28024,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-17,2018,4,17,18:31:00:000,18,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16611,UNREPORTED,FEMALE,99999,3523,HISPANIC,MALE,24,1,18-662,2018-04-17T22:31:00Z
2706,28025,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2017-08-04,2017,8,4,10:22:00:000,10,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING GESTURE(S)",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16612,BLACK,MALE,48,1468,BLACK,FEMALE,42,17,18-663,2017-08-04T14:22:00Z
2707,28028,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-11,2018,4,11,17:12:00:000,17,RESERVES,PATROL G200,UNREPORTED,UNREPORTED,SUBSTANDARD PERFORMANCE,MEMBERS SHALL CONFORM TO ESTABLISHED WORK STANDARDS TO THEIR RANK/POSITION.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16614,UNREPORTED,FEMALE,38,67,BLACK,MALE,66,14,18-665,2018-04-11T21:12:00Z
2708,28028,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-11,2018,4,11,17:12:00:000,17,RESERVES,PATROL G200,UNREPORTED,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16614,UNREPORTED,FEMALE,38,67,BLACK,MALE,66,14,18-665,2018-04-11T21:12:00Z
2709,28029,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-02-24,2018,2,24,11:00:00:000,11,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16615,WHITE,MALE,34,636,WHITE,MALE,44,19,18-667,2018-02-24T16:00:00Z
2710,28029,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-02-24,2018,2,24,11:00:00:000,11,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16615,WHITE,MALE,34,636,WHITE,MALE,44,19,18-667,2018-02-24T16:00:00Z
2711,28032,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-25,2018,4,25,18:37:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16617,BLACK,FEMALE,28,3368,BLACK,MALE,26,2,18-668,2018-04-25T22:37:00Z
2712,28033,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2017-07-22,2017,7,22,12:53:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16618,UNREPORTED,FEMALE,99999,1042,WHITE,MALE,48,17,18-669,2017-07-22T16:53:00Z
2713,28034,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-03,2018,5,3,08:49:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16619,UNREPORTED,MALE,99999,3448,WHITE,MALE,35,2,18-670,2018-05-03T12:49:00Z
2714,28034,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-03,2018,5,3,08:49:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16619,UNREPORTED,MALE,99999,3448,WHITE,MALE,35,2,18-670,2018-05-03T12:49:00Z
2715,28035,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-04,2018,5,4,02:10:00:000,2,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16620,BLACK,FEMALE,34,1358,WHITE,MALE,49,16,18-671,2018-05-04T06:10:00Z
2716,28035,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-04,2018,5,4,02:10:00:000,2,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16620,BLACK,FEMALE,34,1358,WHITE,MALE,49,16,18-671,2018-05-04T06:10:00Z
2717,28036,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-04,2018,5,4,18:45:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16621,UNREPORTED,FEMALE,99999,3208,OTHER,MALE,31,3,18-672,2018-05-04T22:45:00Z
2718,28037,CITIZEN COMPLAINT,SELF-INITIATED ACTIVITY,CPCO (INFORMAL),2018-05-03,2018,5,3,10:55:00:000,10,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT DAY SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16622,UNREPORTED,MALE,99999,1216,WHITE,MALE,51,27,18-673,2018-05-03T14:55:00Z
2719,28098,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-23,2018,4,23,15:18:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16652,BLACK,FEMALE,42,1378,WHITE,MALE,40,16,18-647,2018-04-23T19:18:00Z
2720,28098,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-04-23,2018,4,23,15:18:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,MEMBERS SHALL CONFORM TO ESTABLISHED WORK STANDARDS TO THEIR RANK/POSITION.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16652,BLACK,FEMALE,42,1378,WHITE,MALE,40,16,18-647,2018-04-23T19:18:00Z
2721,28099,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2018-04-22,2018,4,22,11:27:00:000,11,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING GESTURE(S)",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16654,UNREPORTED,FEMALE,26,982,WHITE,MALE,45,19,18-674,2018-04-22T15:27:00Z
2722,28101,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-05,2018,5,5,14:31:00:000,14,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,UNREPORTED,INCIDENT LOCATION,INDIANAPOLIS,16655,BLACK,MALE,50,3419,BLACK,MALE,29,2,18-660,2018-05-05T18:31:00Z
2723,28126,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-13,2018,5,13,18:40:00:000,18,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16677,UNREPORTED,MALE,99999,3612,BLACK,MALE,29,99999,18-666,2018-05-13T22:40:00Z
2724,28126,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-13,2018,5,13,18:40:00:000,18,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16677,UNREPORTED,MALE,99999,3612,BLACK,MALE,29,99999,18-666,2018-05-13T22:40:00Z
2725,27808,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-03-21,2018,3,21,21:00:00:000,21,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,CHILD ABUSE SECTION,CHILD ABUSE UNIT,SUBSTANDARD PERFORMANCE,MEMBERS SHALL CONFORM TO ESTABLISHED WORK STANDARDS TO THEIR RANK/POSITION.,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16476,BLACK,MALE,99999,879,WHITE,MALE,53,29,18-675,2018-03-22T01:00:00Z
2726,28181,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-14,2018,5,14,08:20:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16695,UNREPORTED,FEMALE,99999,3116,OTHER,MALE,38,10,18-676,2018-05-14T12:20:00Z
2727,28181,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-14,2018,5,14,08:20:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16695,UNREPORTED,FEMALE,99999,3116,OTHER,MALE,38,10,18-676,2018-05-14T12:20:00Z
2728,28181,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2018-05-14,2018,5,14,08:20:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16695,UNREPORTED,FEMALE,99999,3116,OTHER,MALE,38,10,18-676,2018-05-14T12:20:00Z
2729,28259,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,15:45:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16748,UNREPORTED,MALE,99999,2489,WHITE,MALE,35,11,18-677,2018-05-17T19:45:00Z
2730,28259,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,15:45:00:000,15,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,UNREPORTED,UNREPORTED,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16748,UNREPORTED,MALE,99999,2489,WHITE,MALE,35,11,18-677,2018-05-17T19:45:00Z
2731,28260,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,14:15:00:000,14,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,16749,UNREPORTED,MALE,99999,3464,WHITE,FEMALE,28,2,18-678,2018-05-18T18:15:00Z
2732,28260,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,14:15:00:000,14,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,GREENWOOD,16749,UNREPORTED,MALE,99999,3464,WHITE,FEMALE,28,2,18-678,2018-05-18T18:15:00Z
2733,28260,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,14:15:00:000,14,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,UNREPORTED,VIOLATION OF ANY LAW,INFRACTION/ORDINANCE VIOLATION,SUSTAINED,INCIDENT LOCATION,GREENWOOD,16749,UNREPORTED,MALE,99999,3464,WHITE,FEMALE,28,2,18-678,2018-05-18T18:15:00Z
2734,28274,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2018-05-15,2018,5,15,18:23:00:000,18,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,SE LATE SHIFT,CITIZEN INTERACTION,FAILURE TO PROVIDE NAME OR BADGE NUMBER,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16765,UNREPORTED,FEMALE,22,3339,WHITE,MALE,36,2,18-679,2018-05-15T22:23:00Z
2735,28274,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2018-05-15,2018,5,15,18:23:00:000,18,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,SE LATE SHIFT,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16765,UNREPORTED,FEMALE,22,3339,WHITE,MALE,36,2,18-679,2018-05-15T22:23:00Z
2736,28275,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,01:00:00:000,1,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16766,WHITE,MALE,51,2542,WHITE,MALE,37,10,18-680,2018-05-17T05:00:00Z
2737,28275,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,01:00:00:000,1,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING GESTURE(S)",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16766,WHITE,MALE,51,2542,WHITE,MALE,37,10,18-680,2018-05-17T05:00:00Z
2738,28301,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,11:40:00:000,11,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16785,UNREPORTED,MALE,99999,3065,BLACK,MALE,36,6,18-681,2018-05-18T15:40:00Z
2739,28301,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,11:40:00:000,11,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16785,UNREPORTED,MALE,99999,3065,BLACK,MALE,36,6,18-681,2018-05-18T15:40:00Z
2740,28301,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-18,2018,5,18,11:40:00:000,11,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,UNREPORTED,UNREPORTED,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16785,UNREPORTED,MALE,99999,3065,BLACK,MALE,36,6,18-681,2018-05-18T15:40:00Z
2741,28304,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-20,2018,5,20,10:40:00:000,10,OPERATIONS DIVISION,DOWNTOWN DISTRICT,UNREPORTED,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16786,BLACK,FEMALE,99999,2147,WHITE,MALE,54,29,INQ#2018-0114,2018-05-20T14:40:00Z
2742,28304,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-20,2018,5,20,10:40:00:000,10,OPERATIONS DIVISION,DOWNTOWN DISTRICT,UNREPORTED,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16786,BLACK,FEMALE,99999,2147,WHITE,MALE,54,29,INQ#2018-0114,2018-05-20T14:40:00Z
2743,28305,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,18:16:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,UNREPORTED,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16787,BLACK,FEMALE,39,NA,UNREPORTED,UNREPORTED,99999,99999,18-682,2018-05-17T22:16:00Z
2744,28305,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2018-05-17,2018,5,17,18:16:00:000,18,OPERATIONS DIVISION,NORTH DISTRICT,UNREPORTED,UNREPORTED,UNREPORTED,UNREPORTED,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,16787,BLACK,FEMALE,39,NA,UNREPORTED,UNREPORTED,99999,99999,18-682,2018-05-17T22:16:00Z
2745,28306,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-04-26,2018,4,26,07:59:00:000,7,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16788,BLACK,FEMALE,52,1426,BLACK,MALE,44,16,18-022,2018-04-26T11:59:00Z
2746,28311,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2018-04-14,2018,4,14,23:25:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,CITIZEN INTERACTION,INTIMIDATION/IMPROPER DISPLAY OF POLICE AUTHORITY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16790,WHITE,MALE,30,1361,WHITE,MALE,39,16,18-026,2018-04-15T03:25:00Z
2747,28311,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2018-04-14,2018,4,14,23:25:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16790,WHITE,MALE,30,1361,WHITE,MALE,39,16,18-026,2018-04-15T03:25:00Z
2748,28311,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2018-04-14,2018,4,14,23:25:00:000,23,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16790,WHITE,MALE,30,1361,WHITE,MALE,39,16,18-026,2018-04-15T03:25:00Z
2749,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,NEGLECT OF DUTY,"FAILURE TO MAKE AND TURN IN ALL REPORTS PROMPTLY, ACCURATELY, AND COMPLETELY IN CONFORMITY WITH DEPARTMENT ORDERS.",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,21,WHITE,MALE,46,17,18-027,2018-05-17T16:00:00Z
2750,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INTIMIDATION/IMPROPER DISPLAY OF POLICE AUTHORITY,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,21,WHITE,MALE,46,17,18-027,2018-05-17T16:00:00Z
2751,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,21,WHITE,MALE,46,17,18-027,2018-05-17T16:00:00Z
2752,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INTIMIDATION/IMPROPER DISPLAY OF POLICE AUTHORITY,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,103,BLACK,MALE,57,28,18-027,2018-05-17T16:00:00Z
2753,28327,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2018-05-17,2018,5,17,12:00:00:000,12,OPERATIONS DIVISION,DOWNTOWN DISTRICT,DT LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,INDECENT OR LEWD LANGUAGE,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,16799,BI-RACIAL,FEMALE,30,103,BLACK,MALE,57,28,18-027,2018-05-17T16:00:00Z
